,state_prev,action,next_reward,next_state,game_over
8201,[18.93050918  7.         10.          6.2       ],"[tensor([-140.3853], grad_fn=<AddBackward0>)]",-15.68,[19.04980456  8.         10.          6.5       ],False
8202,[19.04980456  8.         10.          6.5       ],"[tensor([-139.5253], grad_fn=<AddBackward0>)]",-23.0,[19.14175437  9.         10.          6.8       ],False
8203,[19.14175437  9.         10.          6.8       ],"[tensor([-138.7264], grad_fn=<AddBackward0>)]",-20.939999999999998,[19.31420999 10.         10.          6.9       ],False
8204,[19.31420999 10.         10.          6.9       ],"[tensor([-139.2722], grad_fn=<AddBackward0>)]",-18.71,[19.45682909 11.         10.          6.5       ],False
8205,[19.45682909 11.         10.          6.5       ],"[tensor([-140.7185], grad_fn=<AddBackward0>)]",-16.8,[19.56426559 12.         10.          6.2       ],False
8206,[19.56426559 12.         10.          6.2       ],"[tensor([-141.9239], grad_fn=<AddBackward0>)]",-15.25,[19.66135214 13.         10.          5.6       ],False
8207,[19.66135214 13.         10.          5.6       ],"[tensor([-143.8455], grad_fn=<AddBackward0>)]",-14.48,[19.72407612 14.         10.          5.7       ],False
8208,[19.72407612 14.         10.          5.7       ],"[tensor([-144.4946], grad_fn=<AddBackward0>)]",-14.379999999999999,[19.65733809 15.         10.          5.6       ],False
8209,[19.65733809 15.         10.          5.6       ],"[tensor([-144.7829], grad_fn=<AddBackward0>)]",-5.57,[19.56463443 16.         10.          5.3       ],False
8210,[19.56463443 16.         10.          5.3       ],"[tensor([-146.2161], grad_fn=<AddBackward0>)]",-6.79,[19.51351343 17.         10.          4.3       ],False
8211,[19.51351343 17.         10.          4.3       ],"[tensor([-149.7442], grad_fn=<AddBackward0>)]",-7.73,[19.4752353 18.        10.         4.6      ],False
8212,[19.4752353 18.        10.         4.6      ],"[tensor([-150.7415], grad_fn=<AddBackward0>)]",-8.52,[19.43313492 19.         10.          3.4       ],False
8213,[19.43313492 19.         10.          3.4       ],"[tensor([-154.6039], grad_fn=<AddBackward0>)]",-10.23,[19.25200886 20.         10.          3.5       ],False
8214,[19.25200886 20.         10.          3.5       ],"[tensor([-155.1902], grad_fn=<AddBackward0>)]",-11.83,[19.19534484 21.         10.          2.5       ],False
8215,[19.19534484 21.         10.          2.5       ],"[tensor([-158.4694], grad_fn=<AddBackward0>)]",-12.72,[19.13618114 22.         10.          2.        ],False
8216,[19.13618114 22.         10.          2.        ],"[tensor([-160.8674], grad_fn=<AddBackward0>)]",-13.28,[19.11133517 23.         10.          2.3       ],False
8217,[19.11133517 23.         10.          2.3       ],"[tensor([-162.1601], grad_fn=<AddBackward0>)]",-13.54,[19.10486683  1.         11.          1.8       ],False
8218,[19.10486683  1.         11.          1.8       ],"[tensor([-165.2090], grad_fn=<AddBackward0>)]",-13.52,[19.11183852  1.         11.          1.8       ],False
8219,[19.11183852  1.         11.          1.8       ],"[tensor([-164.9646], grad_fn=<AddBackward0>)]",-13.39,[19.11973628  2.         11.          1.9       ],False
8220,[19.11973628  2.         11.          1.9       ],"[tensor([-162.3452], grad_fn=<AddBackward0>)]",-13.24,[19.12842  3.      11.       2.8    ],False
8221,[19.12842  3.      11.       2.8    ],"[tensor([-157.9942], grad_fn=<AddBackward0>)]",-13.17,[19.1293215  4.        11.         3.1      ],False
8222,[19.1293215  4.        11.         3.1      ],"[tensor([-154.7478], grad_fn=<AddBackward0>)]",-13.07,[19.13708473  5.         11.          3.2       ],False
8223,[19.13708473  5.         11.          3.2       ],"[tensor([-151.9252], grad_fn=<AddBackward0>)]",-12.89,[19.15148745  6.         11.          3.3       ],False
8224,[19.15148745  6.         11.          3.3       ],"[tensor([-149.2142], grad_fn=<AddBackward0>)]",-12.35,[19.2221984  7.        11.         3.6      ],False
8225,[19.2221984  7.        11.         3.6      ],"[tensor([-146.5944], grad_fn=<AddBackward0>)]",-10.97,[19.35491343  8.         11.          3.        ],False
8226,[19.35491343  8.         11.          3.        ],"[tensor([-146.2054], grad_fn=<AddBackward0>)]",-18.04,[19.53447612  9.         11.          3.5       ],False
8227,[19.53447612  9.         11.          3.5       ],"[tensor([-144.4177], grad_fn=<AddBackward0>)]",-16.17,[19.61733968 10.         11.          4.        ],False
8228,[19.61733968 10.         11.          4.        ],"[tensor([-142.2544], grad_fn=<AddBackward0>)]",-15.27,[19.64541322 11.         11.          3.4       ],False
8229,[19.64541322 11.         11.          3.4       ],"[tensor([-142.0872], grad_fn=<AddBackward0>)]",-15.05,[19.64156843 12.         11.          4.6       ],False
8230,[19.64156843 12.         11.          4.6       ],"[tensor([-138.2046], grad_fn=<AddBackward0>)]",-15.09,[19.63518416 13.         11.          4.3       ],False
8231,[19.63518416 13.         11.          4.3       ],"[tensor([-137.7446], grad_fn=<AddBackward0>)]",-15.469999999999999,[19.61351125 14.         11.          4.4       ],False
8232,[19.61351125 14.         11.          4.4       ],"[tensor([-136.6803], grad_fn=<AddBackward0>)]",-15.620000000000001,[19.61273405 15.         11.          4.1       ],False
8233,[19.61273405 15.         11.          4.1       ],"[tensor([-137.3743], grad_fn=<AddBackward0>)]",-5.94,[19.59931598 16.         11.          4.4       ],False
8234,[19.59931598 16.         11.          4.4       ],"[tensor([-137.9207], grad_fn=<AddBackward0>)]",-6.23,[19.57166029 17.         11.          4.1       ],False
8235,[19.57166029 17.         11.          4.1       ],"[tensor([-139.7286], grad_fn=<AddBackward0>)]",-7.07,[19.50306143 18.         11.          4.1       ],False
8236,[19.50306143 18.         11.          4.1       ],"[tensor([-140.7702], grad_fn=<AddBackward0>)]",-7.92,[19.46810552 19.         11.          4.6       ],False
8237,[19.46810552 19.         11.          4.6       ],"[tensor([-141.1557], grad_fn=<AddBackward0>)]",-9.85,[19.25728623 20.         11.          5.4       ],False
8238,[19.25728623 20.         11.          5.4       ],"[tensor([-140.2978], grad_fn=<AddBackward0>)]",-11.79,[19.17635758 21.         11.          6.5       ],False
8239,[19.17635758 21.         11.          6.5       ],"[tensor([-139.8823], grad_fn=<AddBackward0>)]",-13.26,[19.07086638 22.         11.          7.7       ],False
8240,[19.07086638 22.         11.          7.7       ],"[tensor([-139.4288], grad_fn=<AddBackward0>)]",-14.48,[19.00648345 23.         11.          8.1       ],False
8241,[19.00648345 23.         11.          8.1       ],"[tensor([-140.4887], grad_fn=<AddBackward0>)]",-15.08,[18.99471904  1.         12.          5.9       ],False
8242,[18.99471904  1.         12.          5.9       ],"[tensor([-142.9784], grad_fn=<AddBackward0>)]",-15.27,[18.98704983  1.         12.          5.9       ],False
8243,[18.98704983  1.         12.          5.9       ],"[tensor([-142.5025], grad_fn=<AddBackward0>)]",-15.54,[18.96063905  2.         12.          4.3       ],False
8244,[18.96063905  2.         12.          4.3       ],"[tensor([-142.4057], grad_fn=<AddBackward0>)]",-15.79,[18.94973964  3.         12.          4.3       ],False
8245,[18.94973964  3.         12.          4.3       ],"[tensor([-140.0630], grad_fn=<AddBackward0>)]",-15.66,[18.97483175  4.         12.          2.8       ],False
8246,[18.97483175  4.         12.          2.8       ],"[tensor([-140.5429], grad_fn=<AddBackward0>)]",-15.37,[18.99063056  5.         12.          1.9       ],False
8247,[18.99063056  5.         12.          1.9       ],"[tensor([-140.2288], grad_fn=<AddBackward0>)]",-15.2,[18.99489901  6.         12.          2.3       ],False
8248,[18.99489901  6.         12.          2.3       ],"[tensor([-137.6482], grad_fn=<AddBackward0>)]",-14.77,[19.06044348  7.         12.          2.7       ],False
8249,[19.06044348  7.         12.          2.7       ],"[tensor([-135.6340], grad_fn=<AddBackward0>)]",-13.43,[19.18950174  8.         12.          2.6       ],False
8250,[19.18950174  8.         12.          2.6       ],"[tensor([-135.0084], grad_fn=<AddBackward0>)]",-20.759999999999998,[19.29866594  9.         12.          2.5       ],False
8251,[19.29866594  9.         12.          2.5       ],"[tensor([-134.6654], grad_fn=<AddBackward0>)]",-18.89,[19.43658155 10.         12.          2.6       ],False
8252,[19.43658155 10.         12.          2.6       ],"[tensor([-134.6011], grad_fn=<AddBackward0>)]",-16.83,[19.58876327 11.         12.          2.7       ],False
8253,[19.58876327 11.         12.          2.7       ],"[tensor([-134.9341], grad_fn=<AddBackward0>)]",-15.18,[19.65304718 12.         12.          3.4       ],False
8254,[19.65304718 12.         12.          3.4       ],"[tensor([-133.6955], grad_fn=<AddBackward0>)]",-13.75,[19.78944085 13.         12.          3.4       ],False
8255,[19.78944085 13.         12.          3.4       ],"[tensor([-134.4196], grad_fn=<AddBackward0>)]",-12.99,[19.80572929 14.         12.          3.4       ],False
8256,[19.80572929 14.         12.          3.4       ],"[tensor([-134.6203], grad_fn=<AddBackward0>)]",-13.5,[19.68658302 15.         12.          3.1       ],False
8257,[19.68658302 15.         12.          3.1       ],"[tensor([-135.0490], grad_fn=<AddBackward0>)]",-5.11,[19.59481108 16.         12.          2.8       ],False
8258,[19.59481108 16.         12.          2.8       ],"[tensor([-136.7667], grad_fn=<AddBackward0>)]",-6.13,[19.56931775 17.         12.          3.        ],False
8259,[19.56931775 17.         12.          3.        ],"[tensor([-138.1334], grad_fn=<AddBackward0>)]",-6.83,[19.53097232 18.         12.          2.7       ],False
8260,[19.53097232 18.         12.          2.7       ],"[tensor([-140.4392], grad_fn=<AddBackward0>)]",-7.49,[19.49015411 19.         12.          3.3       ],False
8261,[19.49015411 19.         12.          3.3       ],"[tensor([-141.1064], grad_fn=<AddBackward0>)]",-8.96,[19.32686226 20.         12.          3.3       ],False
8262,[19.32686226 20.         12.          3.3       ],"[tensor([-142.2116], grad_fn=<AddBackward0>)]",-10.23,[19.28978427 21.         12.          3.2       ],False
8263,[19.28978427 21.         12.          3.2       ],"[tensor([-144.0676], grad_fn=<AddBackward0>)]",-10.65,[19.2665528 22.        12.         3.3      ],False
8264,[19.2665528 22.        12.         3.3      ],"[tensor([-145.7575], grad_fn=<AddBackward0>)]",-10.56,[19.29006458 23.         12.          3.4       ],False
8265,[19.29006458 23.         12.          3.4       ],"[tensor([-147.6920], grad_fn=<AddBackward0>)]",-10.26,[19.30960967  1.         13.          3.4       ],False
8266,[19.30960967  1.         13.          3.4       ],"[tensor([-144.9004], grad_fn=<AddBackward0>)]",-10.09,[19.3099208  1.        13.         3.4      ],False
8267,[19.3099208  1.        13.         3.4      ],"[tensor([-144.4165], grad_fn=<AddBackward0>)]",-10.7,[19.23526811  2.         13.          3.1       ],False
8268,[19.23526811  2.         13.          3.1       ],"[tensor([-141.6740], grad_fn=<AddBackward0>)]",-11.83,[19.15304085  3.         13.          2.9       ],False
8269,[19.15304085  3.         13.          2.9       ],"[tensor([-138.6228], grad_fn=<AddBackward0>)]",-12.63,[19.12720234  4.         13.          2.        ],False
8270,[19.12720234  4.         13.          2.        ],"[tensor([-137.0606], grad_fn=<AddBackward0>)]",-13.37,[19.06866405  5.         13.          2.3       ],False
8271,[19.06866405  5.         13.          2.3       ],"[tensor([-133.3788], grad_fn=<AddBackward0>)]",-14.22,[19.00956903  6.         13.          0.6       ],False
8272,[19.00956903  6.         13.          0.6       ],"[tensor([-133.2874], grad_fn=<AddBackward0>)]",-14.38,[19.06283863  7.         13.          1.        ],False
8273,[19.06283863  7.         13.          1.        ],"[tensor([-130.5009], grad_fn=<AddBackward0>)]",-13.25,[19.18669839  8.         13.          1.3       ],False
8274,[19.18669839  8.         13.          1.3       ],"[tensor([-128.4629], grad_fn=<AddBackward0>)]",-20.509999999999998,[19.30590151  9.         13.          1.6       ],False
8275,[19.30590151  9.         13.          1.6       ],"[tensor([-126.6136], grad_fn=<AddBackward0>)]",-18.67,[19.42517783 10.         13.          1.6       ],False
8276,[19.42517783 10.         13.          1.6       ],"[tensor([-125.6387], grad_fn=<AddBackward0>)]",-17.009999999999998,[19.56148164 11.         13.          2.5       ],False
8277,[19.56148164 11.         13.          2.5       ],"[tensor([-123.4259], grad_fn=<AddBackward0>)]",-15.0,[19.68031852 12.         13.          2.9       ],False
8278,[19.68031852 12.         13.          2.9       ],"[tensor([-122.3347], grad_fn=<AddBackward0>)]",-13.65,[19.77588743 13.         13.          3.4       ],False
8279,[19.77588743 13.         13.          3.4       ],"[tensor([-121.0809], grad_fn=<AddBackward0>)]",-13.1,[19.78852862 14.         13.          2.4       ],False
8280,[19.78852862 14.         13.          2.4       ],"[tensor([-122.4160], grad_fn=<AddBackward0>)]",-13.44,[19.71128922 15.         13.          3.3       ],False
8281,[19.71128922 15.         13.          3.3       ],"[tensor([-119.8692], grad_fn=<AddBackward0>)]",-4.9,[19.58719805 16.         13.          2.9       ],False
8282,[19.58719805 16.         13.          2.9       ],"[tensor([-121.0900], grad_fn=<AddBackward0>)]",-6.39,[19.51281842 17.         13.          1.7       ],False
8283,[19.51281842 17.         13.          1.7       ],"[tensor([-124.2702], grad_fn=<AddBackward0>)]",-7.42,[19.48339976 18.         13.          1.9       ],False
8284,[19.48339976 18.         13.          1.9       ],"[tensor([-125.2140], grad_fn=<AddBackward0>)]",-8.18,[19.43445551 19.         13.          2.3       ],False
8285,[19.43445551 19.         13.          2.3       ],"[tensor([-125.8494], grad_fn=<AddBackward0>)]",-9.75,[19.27123737 20.         13.          2.1       ],False
8286,[19.27123737 20.         13.          2.1       ],"[tensor([-127.0335], grad_fn=<AddBackward0>)]",-11.3,[19.20496886 21.         13.          2.2       ],False
8287,[19.20496886 21.         13.          2.2       ],"[tensor([-128.3396], grad_fn=<AddBackward0>)]",-12.35,[19.12821419 22.         13.          2.3       ],False
8288,[19.12821419 22.         13.          2.3       ],"[tensor([-129.7132], grad_fn=<AddBackward0>)]",-13.09,[19.09784327 23.         13.          1.8       ],False
8289,[19.09784327 23.         13.          1.8       ],"[tensor([-132.1938], grad_fn=<AddBackward0>)]",-13.42,[19.09216561  1.         14.          1.3       ],False
8290,[19.09216561  1.         14.          1.3       ],"[tensor([-138.7314], grad_fn=<AddBackward0>)]",-13.63,[19.07473612  1.         14.          1.3       ],False
8291,[19.07473612  1.         14.          1.3       ],"[tensor([-138.3839], grad_fn=<AddBackward0>)]",-13.77,[19.07146948  2.         14.          0.3       ],False
